"","catalogNumber","scientificName","year","sex","stateProvince","decimalLatitude","decimalLongitude","wingID","LM1x","LM2x","LM3x","LM4x","LM5x","LM6x","LM7x","LM8x","LM9x","LM10x","LM11x","LM12x","LM13x","LM14x","LM15x","LM16x","LM17x","LM18x","LM19x","LM20x","LM21x","LM22x","LM23x","LM24x","LM25x","LM1y","LM2y","LM3y","LM4y","LM5y","LM6y","LM7y","LM8y","LM9y","LM10y","LM11y","LM12y","LM13y","LM14y","LM15y","LM16y","LM17y","LM18y","LM19y","LM20y","LM21y","LM22y","LM23y","LM24y","LM25y"
"11","UCSB_IZC00012437","Halictus ligatus",2016,"Female","California",34.5077,-120.0645,"UCSB_IZC00012437_R",0.289898658848328,0.274348675421178,0.280263219258447,0.0929805935758799,0.0732424400465901,-0.104820950077248,-0.157233443477335,-0.1890332887682,-0.203995502556267,-0.179590364480836,-0.337302071583425,-0.34942851520612,-0.0992612110997165,-0.0240023594381963,0.0634287721054793,0.119560869580075,0.146571615717583,0.263462605157993,0.276772478673439,0.0770736683898961,-0.0561347414785753,-0.070115372393985,-0.108261259043511,-0.0561160502010126,-0.0223084669704693,-0.0102057153741866,0.0279012252163812,0.0464713738027777,0.163753656893179,0.132839659031753,0.149008865184014,0.0744655652264485,0.0762781986796462,0.0452888318981473,-0.0288477646062611,-0.0326480660503944,-0.0524088837769756,-0.122543099938421,-0.0938439911294788,-0.120803278682658,-0.109939115190075,-0.0753807829965321,-0.0526075335755755,-0.0209374859356515,0.0691630013290279,0.0255457030930986,0.0265874132724112,-0.0414570114199523,-0.0632363115845588,-0.0124444533661629
"12","UCSB_IZC00012437","Halictus ligatus",2016,"Female","California",34.5077,-120.0645,"UCSB_IZC00012437_R",0.292644451535052,0.277197396017177,0.284853169729637,0.0946238998552996,0.0758625654928501,-0.104915000014678,-0.156869095928266,-0.193188527584577,-0.20811526770712,-0.180257123334583,-0.340105791491899,-0.352356856523302,-0.104456523248499,-0.027404923687441,0.07116847497209,0.119590065038973,0.146983800459033,0.27074716669655,0.281338767607842,0.0758563281370072,-0.0582246792783289,-0.0753979787760829,-0.107896412740609,-0.0590567278115742,-0.0226211774145449,-0.0103292368648196,0.0328848892480026,0.0461566926645757,0.164103559898471,0.13435090150526,0.149424193675938,0.073935812013991,0.0775956929620861,0.0453180502895794,-0.0260318987362271,-0.0303292135937121,-0.0521379686145368,-0.122192424815748,-0.0947677715305081,-0.126390797211504,-0.113103362693405,-0.0744930673760002,-0.0541474107478897,-0.0229101394535553,0.0708113667504864,0.024021269842324,0.027300541957285,-0.043754256171878,-0.0641831051717539,-0.0111323178264575
"13","UCSB_IZC00012437","Halictus ligatus",2016,"Female","California",34.5077,-120.0645,"UCSB_IZC00012437_L",0.285409681102789,0.278449585308915,0.290632959915696,0.0969726676990506,0.0741762079494886,-0.100112776271213,-0.156641542802111,-0.187957845681853,-0.208837951248191,-0.181191994712205,-0.330480070507279,-0.345862354401064,-0.0961815384911446,-0.0303430446089173,0.0650915795685941,0.117066607474072,0.147852538381665,0.258404284448578,0.272721092660811,0.073882778608504,-0.0580043568561564,-0.0687058386123377,-0.107884798825727,-0.0611173778753426,-0.0273384922246241,-0.0113594411560947,0.0337728350008286,0.0570833941663666,0.165840842463511,0.133786918838026,0.151882175588391,0.0715823584931239,0.076666681361777,0.0466504544067715,-0.0275723290595611,-0.0309714753679191,-0.0528733396502841,-0.125977345623741,-0.0965133966031838,-0.125920184420546,-0.114351710221936,-0.0772128868766735,-0.0530204101621127,-0.0248766209034343,0.0679849790486932,0.0254678387622978,0.0253438326315469,-0.0396455107880781,-0.0620230326776945,-0.0137446272500689
"14","UCSB_IZC00012437","Halictus ligatus",2016,"Female","California",34.5077,-120.0645,"UCSB_IZC00012437_L",0.2913453451549,0.283093794603258,0.296195750119454,0.09580942704312,0.0752280846505324,-0.101838319821026,-0.15968400907387,-0.190271668078526,-0.211667063245888,-0.185291771829698,-0.333773023264742,-0.34788319817402,-0.100258670718416,-0.0302978016356786,0.0705803919818043,0.115289816601228,0.149924019692354,0.26402544446915,0.27667064636615,0.0739333640822707,-0.0595142358899068,-0.0736373158722067,-0.110510442868577,-0.0620125599898242,-0.0254560043018418,-0.0146122308608243,0.0363457720941616,0.0547045003178491,0.167177355965457,0.13280735579928,0.154801643664133,0.0723030131317748,0.0760792619527617,0.0459495480812744,-0.0255315869953372,-0.0306421221717607,-0.0533371673892208,-0.124816057941821,-0.0938356911917057,-0.123862164118692,-0.115620313524733,-0.0778348696019318,-0.0575962745577204,-0.0254899555694609,0.0715609883942961,0.0252355123544752,0.0246511773849878,-0.0439826903657546,-0.0624708126041155,-0.0119841922473557
"15","UCSB_IZC00012448","Halictus ligatus",2016,"Male","California",34.4187582,-119.8788641,"UCSB_IZC00012448_L",0.28517161569384,0.278673600523361,0.292626524024916,0.112136101490447,0.0841331875979548,-0.0966504864086665,-0.15091408245327,-0.177391212761106,-0.199765538487622,-0.185327512195625,-0.349242303356465,-0.360421561576859,-0.0981610292674516,-0.0287134928578374,0.06883913683372,0.098304391921699,0.134800831076999,0.255043451302717,0.276203768054236,0.077948213930215,-0.0536962653827231,-0.0696271253712975,-0.104470286599672,-0.0640890106401864,-0.0254109150913229,-0.0163513488415882,0.0411648999281659,0.0629740751872785,0.181187201360618,0.145759955221464,0.171699576721357,0.0810926582713005,0.079723648324261,0.0458701122989582,-0.03388637162525,-0.0345305374869702,-0.0570805905368813,-0.137562643779642,-0.103529752566732,-0.13465581111688,-0.122835168219321,-0.0824499430131327,-0.0634545217258756,-0.0222919333328125,0.0752731150616353,0.0247489191332546,0.027742199763741,-0.0485920517625558,-0.0660438579249018,-0.0139718293394861
"16","UCSB_IZC00012448","Halictus ligatus",2016,"Male","California",34.4187582,-119.8788641,"UCSB_IZC00012448_L",0.280743707705613,0.273418375106723,0.284641920179228,0.110506992143025,0.0834679011159047,-0.0966893237423679,-0.150585109407588,-0.17410549152617,-0.199114103889816,-0.182358500845281,-0.336958319996598,-0.353778191602319,-0.102140568279881,-0.0288498970184574,0.0651078364957709,0.0968933819756367,0.133436663942456,0.254823484452892,0.270616784024442,0.0757114339530622,-0.053985250808559,-0.0674538628092792,-0.100640223644065,-0.0600637954179689,-0.0226458421064086,-0.0155490781783718,0.0378220008163996,0.0651412297754025,0.180819868502029,0.143489743041221,0.17297628535421,0.0801113922997798,0.0801119479179064,0.0462794120318021,-0.0336725498765018,-0.037974202457828,-0.0598309214817496,-0.138173544423373,-0.106733340393224,-0.136167952250067,-0.120188622933721,-0.0812714903238431,-0.0562787074976894,-0.0230458163951013,0.0748958421944995,0.0258220056488932,0.0252626891066269,-0.0468400745295009,-0.0634313505037094,-0.0135747654440915
"17","UCSB_IZC00012458","Halictus ligatus",2016,"Female","California",34.408742,-119.849144,"UCSB_IZC00012458_R",0.347783790131968,0.341072555300876,0.350075173691869,0.116359104891525,0.0938641918513101,-0.130789836230358,-0.196045221535475,-0.233786930243927,-0.252203542390184,-0.220426191220677,-0.411807230191933,-0.422155491745918,-0.117891909879228,-0.0328947681948944,0.0890623578630799,0.132026191725377,0.171302201347142,0.321870017521979,0.333740000547818,0.0924127881568551,-0.0646953633260151,-0.0878703582852168,-0.130868975495332,-0.0636119027211033,-0.0245206515695394,0.0176425490995313,-0.0209885609792712,-0.0296897704492118,-0.135712405844334,-0.112467729962373,-0.125586983186812,-0.0594144768576205,-0.0620394940300012,-0.0323853986287402,0.0243436430519376,0.0316326642731644,0.0489186544660248,0.100729016663105,0.0719598747213288,0.0927021147481241,0.0888580595863122,0.0551594080831389,0.0407804420112602,0.0202451481331474,-0.0554828083897148,-0.0239619010628332,-0.0231447184584297,0.0337811645127736,0.0509372455112798,0.00318426298821137
"18","UCSB_IZC00012458","Halictus ligatus",2016,"Female","California",34.408742,-119.849144,"UCSB_IZC00012458_L",0.285850072849354,0.278514555572591,0.28857585399161,0.099315066937119,0.0738334839469029,-0.108379665372452,-0.157631825886659,-0.19405238023123,-0.210580541080121,-0.180457237047085,-0.333277511495596,-0.344879711580889,-0.100567132886011,-0.0273164939758207,0.0796060811133671,0.111787056446425,0.140139464564638,0.259584297241156,0.275546742070462,0.075210269873999,-0.0542689402488103,-0.0747958887077825,-0.11113941117059,-0.0516813096172433,-0.0189348953073391,-0.0182302718433812,0.0312044229002749,0.0534543415677147,0.160395784675587,0.1279509651001,0.14886062240645,0.0739596737246526,0.0750622830778424,0.0362328110247637,-0.0268680793020556,-0.032884390072846,-0.0546139003736654,-0.12024173596353,-0.088432734486556,-0.1191560046141,-0.110254912814954,-0.0719394216292037,-0.0555625591456305,-0.0258934320323753,0.0685288918702503,0.0273502481650454,0.0299481206493992,-0.039832204624897,-0.0614781400890609,-0.00756037816981848
"19","UCSB_IZC00012458","Halictus ligatus",2016,"Female","California",34.408742,-119.849144,"UCSB_IZC00012458_L",0.288882771774132,0.280291289010884,0.293292702667443,0.100037819439526,0.0745101800522889,-0.110997465551885,-0.162232402819113,-0.194868200035088,-0.210911389228474,-0.183226275599781,-0.345561574861436,-0.35196353396851,-0.0958995975369265,-0.0263787289579198,0.0819430496463911,0.113552741963994,0.143566921422121,0.262473569425492,0.277402402888727,0.0744652511876595,-0.0533632040762958,-0.073076285506706,-0.110647924515426,-0.0522635254092374,-0.0190285914118574,-0.0183075572252445,0.0299716094332915,0.0529711244946836,0.158725237243216,0.129603033137791,0.148928026653163,0.0727694240402207,0.0759650891444243,0.039430467570609,-0.0289313841387257,-0.0327660173072749,-0.0512310338380696,-0.119875401748431,-0.0866534240470606,-0.118685957387696,-0.107824571263251,-0.0707828640890792,-0.0574415093970096,-0.0264762758160014,0.0688103994772826,0.0268270232430893,0.0274311160685046,-0.0420978329574003,-0.0608616202634735,-0.00949710102755009
"20","UCSB_IZC00012458","Halictus ligatus",2016,"Female","California",34.408742,-119.849144,"UCSB_IZC00012458_R",0.337581898311095,0.329871240115686,0.33579580589141,0.117112335233487,0.0863767897322599,-0.128569359014538,-0.189656851506934,-0.227887508521093,-0.245219928322178,-0.210715117145276,-0.390515962017554,-0.409569308779883,-0.112954045433492,-0.0310931280893064,0.0897887760244072,0.13448333152718,0.168364322049095,0.301140516499418,0.322541314564609,0.0879582347110115,-0.0624449043253356,-0.0859892297827069,-0.129102221710978,-0.0634670514913325,-0.0238299485190409,0.018570777947186,-0.0245232273522256,-0.0367390444433375,-0.149487390446433,-0.121096431857801,-0.134925948570799,-0.0656758226973701,-0.0655320164819662,-0.0310577671185273,0.0256483199084348,0.033177414609592,0.0530316831386174,0.108756452883014,0.0806166750653633,0.104405032058087,0.0913134763022958,0.0608634483981913,0.0517277217324576,0.0228546444776939,-0.0624009415718028,-0.0254287357119317,-0.0259903716780272,0.0352025297053805,0.0538889323209731,0.00280058938293204
"21","UCSB_IZC00026425","Halictus ligatus",2018,"Female","California",34.4191,-119.8766,"UCSB_IZC00026425_L",0.290019324476009,0.278785348842926,0.28674223237154,0.0966929291236597,0.07161522851347,-0.103326810264183,-0.154602319908246,-0.188790203813321,-0.205245155615882,-0.18007260130674,-0.335801886898096,-0.344286798029017,-0.107917873281486,-0.0261909204772141,0.059515766024095,0.103465650810345,0.139083877530174,0.260224596253187,0.277422203216663,0.0693222739121757,-0.0434148558355888,-0.0749555766327965,-0.106073016005466,-0.0502522077357227,-0.0119592052704669,-0.0184715808092877,0.0321400096928828,0.0538945078365379,0.168175198241795,0.137718400838603,0.16160692294969,0.0742972946006943,0.0777959757870357,0.0428997039541463,-0.0348041774046806,-0.0372248227504028,-0.0579715454056768,-0.121076542473606,-0.0922214166365803,-0.121611848348863,-0.113186177141866,-0.0761136549122041,-0.0557929480122156,-0.0261418343470245,0.073891940055687,0.025673030646817,0.0291979478324354,-0.0453666496097257,-0.0651409177271229,-0.0121668168570701
"22","UCSB_IZC00026425","Halictus ligatus",2018,"Female","California",34.4191,-119.8766,"UCSB_IZC00026425_R",0.343358493128576,0.327334343556583,0.331848342385458,0.10357866116935,0.0788072914889835,-0.128876876500857,-0.188198127381977,-0.228704391212704,-0.246173470882993,-0.210160636738136,-0.403809405999166,-0.408693641500672,-0.114393953942968,-0.0295928289182849,0.0813043514963967,0.132806665249998,0.166785182832179,0.308403703910141,0.329495672079624,0.0815695454379197,-0.0518559682068175,-0.0897748733594475,-0.118229062144536,-0.0569373734091809,-0.00989164253748062,0.00912308079007471,-0.0259769862823497,-0.0341764862112935,-0.15387450902346,-0.131137355761868,-0.139311211494766,-0.0650085789803219,-0.0667985357916361,-0.0391284673505313,0.0294926668477845,0.0313782629579363,0.0495085787892349,0.106193480282361,0.0818783476022847,0.112194548826358,0.101470213138842,0.0681743025516222,0.050784859586693,0.013512482132386,-0.0667860563597947,-0.0190572650345635,-0.0223408363720208,0.0391896186105577,0.0569127451163622,0.0137831014301049
"23","UCSB_IZC00026425","Halictus ligatus",2018,"Female","California",34.4191,-119.8766,"UCSB_IZC00026425_L",0.293740853509182,0.282877667427974,0.291124816519706,0.0985179041565888,0.0743319167307636,-0.105217039762575,-0.157687101916544,-0.189644713256275,-0.210145826292426,-0.18192735916314,-0.334785107968335,-0.352601672876192,-0.109871358722834,-0.0278711161599996,0.0616766340426199,0.104632661751427,0.140271545216865,0.267215911318828,0.282622954666869,0.0724187427945106,-0.0484042779595149,-0.075292877442146,-0.10741255838093,-0.0565551589508019,-0.0120154392836186,-0.0186852984191796,0.0331513511027734,0.0550206450975084,0.169461206023974,0.138418314974742,0.161451230761297,0.0770863554542615,0.0765291335016965,0.0384550020475735,-0.0334268627153465,-0.0352075875696727,-0.0555910364687289,-0.123836894801205,-0.0889480586956602,-0.124829661708069,-0.114351848699027,-0.0769256004801963,-0.0566539584263798,-0.0286169917231512,0.0713549994547378,0.0269306945916398,0.0281474706642644,-0.0442700688274345,-0.061776247117135,-0.0128862880232813
"24","UCSB_IZC00026425","Halictus ligatus",2018,"Female","California",34.4191,-119.8766,"UCSB_IZC00026425_R",0.357258897284206,0.340527274348013,0.345653034829824,0.111328178136839,0.08376975177767,-0.136064011634049,-0.197315904136055,-0.236440830028661,-0.255095614101548,-0.217748175466106,-0.414749427860692,-0.427282694425905,-0.119020051695119,-0.0263645885257138,0.0883771990801348,0.130774930875872,0.173614712656747,0.321628352672237,0.34121299453194,0.082363766755374,-0.0569848891202448,-0.0919953038961696,-0.123886241424683,-0.0584463804529103,-0.0151149801809916,0.00625705855987247,-0.0214386765522936,-0.0288501481103766,-0.144994483950979,-0.120614771163408,-0.127845641259366,-0.0600303856518301,-0.0609295884137106,-0.0387526426087797,0.0257299737177203,0.0297362610005432,0.0480218036638345,0.098284859432447,0.076824161844796,0.10199453275138,0.0992490397784765,0.0615909436624638,0.0429472160426923,0.0105360559598165,-0.063296644091965,-0.0198181323088029,-0.0185899696173364,0.036572512077483,0.0539190248149359,0.0134976404223949
"25","UCSB_IZC00028854","Halictus ligatus",2016,"female","California",34.41774,-119.86552,"UCSB_IZC00028854_L",0.287787938592298,0.279609383914473,0.290749350346051,0.0992704254115387,0.0735437477905029,-0.10884359226469,-0.161748576953813,-0.191976174847337,-0.208730968425845,-0.180131347876586,-0.341451345272949,-0.356193704562074,-0.0978464103380553,-0.0239400276871311,0.0750665342001749,0.113830382351362,0.142915718478573,0.260970540466579,0.275552619456338,0.0708852881080843,-0.0535427661140027,-0.0726801235883663,-0.107629674877642,-0.0504599469011756,-0.0150072694063267,-0.0167335052755683,0.0333180917461622,0.0591071495591436,0.17118648449507,0.137413036538133,0.157161961715656,0.0797870351427374,0.0805519379179326,0.0512864372219649,-0.0328557412665528,-0.0309283930806071,-0.0529564692453721,-0.130204954181872,-0.0955209508026853,-0.127992781197017,-0.115871003871485,-0.0767144000845103,-0.0578865577147238,-0.0258664500067903,0.0698440422400958,0.0237099167300994,0.0254561454023351,-0.0443712607547801,-0.0678732630066283,-0.0130465082207254
"26","UCSB_IZC00028854","Halictus ligatus",2016,"female","California",34.41774,-119.86552,"UCSB_IZC00028854_L",0.283667530731545,0.273602573807168,0.283811865910253,0.0959688944636714,0.0717575732768902,-0.106169907415677,-0.160376258897626,-0.189108867676536,-0.205817001230124,-0.177006346210585,-0.340912306922591,-0.34884714917244,-0.094764883181729,-0.0230901470762933,0.0838366912091774,0.114108451995711,0.138613986078334,0.257679581556647,0.26964105737982,0.0685725959603654,-0.0521682393434917,-0.0719429255328494,-0.106475892601654,-0.0505454927933104,-0.0140353843146759,-0.0179524235180039,0.0359422123687999,0.0567756077481258,0.169612552355687,0.136704089022373,0.157097550327004,0.078893000070179,0.0802336917283073,0.0479655393306431,-0.0322092652713366,-0.030948062383032,-0.0528925287889344,-0.126121572894507,-0.0962370320151774,-0.128548662692432,-0.112875334975374,-0.0783344362171804,-0.0580346028613587,-0.0243181200147512,0.0697916979297169,0.0250704207346517,0.0252415581660059,-0.0416208106488904,-0.0671126315040499,-0.0161224359964699
